,title,singer,lyrics,img,like
26,오늘,오왠 (O.WHEN),"새벽4시 잠들지 않아
돌아갈 수 없는
시간들을 생각하곤 해
습관처럼 마음이 아려와
집으로 가는 길은
자꾸만 멀어지는데
저만치 멀어지는
찾을 수 없는 잡을 수 없는
Take it easy
나만 왜 이렇게 힘든 건가요
오늘밤이
왜 오늘의 나를 괴롭히죠
아무것도 한게 없는 하루인데
나는 왜 이렇게
눈치만 보고 있는 건지
아쉬움은 나를 찾아 다가오네
창문 밖은 벌써 따뜻한데
Take it easy
나만 왜 이렇게 힘든 건가요
오늘밤이
왜 오늘의 나를 괴롭히죠
한번만 다시 또
일어설 수 있나요 음음음
오늘도 슬픔에 잠겨
밤을 지우고 있나요
Take it easy
나만 왜 이렇게 힘든 건가요
오늘밤이
왜 오늘의 나를 괴롭히죠
Take it easy
왜 오늘의 나를 괴롭히죠",https://cdnimg.melon.co.kr/cm/album/images/026/83/581/2683581_500.jpg/melon/resize/282/quality/80/optimize,"142,165"
27,"L’Amour, Les Baguettes, Paris",스텔라장 (Stella Jang),"C’est drôle, je ne sais pourquoi
참 재밌어 무슨 이유인지 모르겠지만
Ca me fait toujours penser à toi
항상 네 생각이 나네
Pour plein d'aut' gens, c'est la magie
다른 많은 사람들에겐 마법이고
L'amour, les baguettes, Paris.
사랑이고 바게트겠지, 파리

Toujours au même endroit
항상 같은 자리에서
Comme si c’était hier, j’te vois
마치 어제인 것처럼 네가 보여
Pour plein d'aut' gens, c'est la magie
다른 많은 사람들에겐 마법이고
L'amour, les baguettes, Paris.
사랑이고 바게트겠지, 파리

Eux voient les lumières, les paillettes
그들은 불빛과 반짝임을 보고
La tour eiffel, la Seine, les fêtes
에펠탑, 센 강, 축제들을 보지만
Mais moi quand j’arrive sur cette rue
나는 이 거리에 도착하면
j'pense à toi qui ne réponds plus
대답 없는 너를 떠올리게 돼

Même si je ne te revois pas
널 다시 볼 수 없더라도
Tu seras toujours une partie de moi
넌 항상 나의 일부일 거야
Pour plein d'aut' gens, c'est la magie
다른 많은 사람들에겐 마법이고
L'amour, les baguettes, Paris.
사랑이고 바게트겠지, 파리

Les fous rires sur ces marches
이 계단 위에서 미친 듯 웃던 소리가
Résonnent dans ma mémoire
기억 속에 울려
je les emporte là où je pars
어딜 가든 간직할게

Eux voient les lumières, les paillettes
그들은 불빛과 반짝임을 보고
La tour eiffel, la Seine, les fêtes
에펠탑, 센 강, 축제들을 보지만
Mais moi quand j’arrive sur cette rue
나는 이 거리에 도착하면
j'pense à toi qui ne réponds plus
대답 없는 너를 떠올리게 돼

Pour moi ce n’est pas juste une ville
내겐 그저 한 도시가 아니야
C’est l’histoire de nos passions juvéniles
우리 젊은 날의 열정의 기록이야
Pour plein d'aut' gens, c'est la magie
다른 많은 사람들에겐 마법이고
L'amour, les baguettes, Paris.
사랑이고 바게트겠지, 파리",https://cdnimg.melon.co.kr/cm2/album/images/107/40/744/10740744_20211014151807_500.jpg?d192fc1f0945c9dfaa6db06a0b874177/melon/resize/282/quality/80/optimize,"32,748"
28,남이 될 수 있을까,볼빨간사춘기,"쉴 새 없이 울려 대던
내 전화기는 잠잠해져 가
할 말을 잃은 것 같아
정신없이 쏟아내던 그 모진 말들
주워 담지는 못해
아마 날 떠날 것 같아
난 너를 지울 수 있을까
그저 한 순간에
우린 남이 될 수 있을까
쉽지 않을 걸 알지만
좋았던 날도 많았지만
되돌리기엔 멀리 와 버린 걸까
난 너를 지울 수 있을까
우린 남이 될 수 있을까
눈물조차 흐르지 않아
홧김에 던져 망가진 내 폰
마치 날 보는 것 같아
예전과 달리 잦아진
끝이 없는 듯한 감정싸움에
이제 난 지친 것 같아
난 너를 지울 수 있을까
그저 한 순간에
우린 남이 될 수 있을까
쉽지 않을 걸 알지만
좋았던 날도 많았겠지만
되돌리기엔 멀리 와 버린 걸까
괜찮은 척해도 먹먹해진 기분은
진해져만 가 떨쳐내려
괜히 웃어보아도
숨길 수 없는 걸 이별이 오는 걸
우리의 시간은 멈춰버린걸
난 너를 지울 수 있을까
우린 남이 될 수 있을까
난 너를 지울 수 있을까
그저 한 순간에
우린 남이 될 수 있을까
쉽지 않을 걸 알지만
좋았던 날도 많았지만
되돌리기엔 멀리 와 버린 걸까
난 너를 지울 수 있을까
우린 남이 될 수 있을까
We loved We loved We loved
We loved We loved We loved",https://cdnimg.melon.co.kr/cm/album/images/100/70/846/10070846_500.jpg?7a3a2e2d20fadfd654bc8564f2454c27/melon/resize/282/quality/80/optimize,"206,544"
29,김철수 씨 이야기,허회경,"사실 너도 똑같더라고
내 기쁨은 늘 질투가 되고
슬픔은 항상 약점이 돼
사실 너도 다를 게 없더라고
생각해 보면 난 친구보다
떠돌이 강아지를 더 사랑해
특별하다고 한 너는 사실 똑같더라고
특별함이 하나 둘 모이면
평범함이 되고
우두커니 서서
세상을 가만히 내려다보면
비극은 언제나
발 뻗고 잘 때쯤 찾아온단다
아아아아
슬퍼라
아아아아
사실 너도 똑같더라고
내 사랑은 늘 재앙이 되고
재앙은 항상 사랑이 돼
널 사랑할 용기는
아무리 찾아도 없더라고
겁쟁이는 작은 행복마저
두려운 법이라고
우두커니 서서
세상을 가만히 내려다보면
비극은 언제나
입꼬리를 올릴 때 찾아온단다
아아아아
슬퍼라
아아아아
내방의 벽은 늘 젖어있어서
기댈 수 없고
나의 이웃은
그저 운 좋은 멍청이들뿐이야
나의 바다는
사막으로 변해가기만 하고
나는 앞으로 걸어가도 뒤로 넘어지네
아아아아
슬퍼라
아아아아
슬퍼라",https://cdnimg.melon.co.kr/cm2/album/images/107/34/371/10734371_20211007150652_500.jpg?7414b266bb7dd8b3723d2398daedb9c7/melon/resize/282/quality/80/optimize,"75,360"
30,그렇게 살아가는 것,허회경,"가시 같은 말을 내뱉고
날씨 같은 인생을 탓하고
또 사랑 같은 말을 다시 내뱉는 것
사랑 같은 말을 내뱉고
작은 일에 웃음 지어놓고선
또 상처 같은 말을 입에 담는 것
매일 이렇게 살아가는 게
가끔은 너무 서러워 나
익숙한 듯이 살아가는 게
가끔은 너무 무서워 나
돌아오는 차 안에서 그저
조용히 생각에 잠겨
정답을 찾아 헤매이다가
그렇게 눈을 감는 것
그렇게 잠에 드는 것
그렇게 잠에 드는 것
그렇게 살아 가는 것
그렇게 살아 가는 것
아아아아
아아아아
상처 같은 말을 내뱉고
예쁜 말을 찾아 헤매고선
한숨 같은 것을 깊게 내뱉는 것
쓰러지듯이 침대에 누워
가만히 눈을 감고서
다 괜찮다고 되뇌이다가
그렇게 잠에 드는 것
그렇게 꿈을 꾸는 것
그렇게 꿈을 꾸는 것
그렇게 살아가는 것
그렇게 살아가는 것
우우우우
우우우우
한숨 같은 것을 내뱉고
사람들을 찾아 꼭 안고선
사랑 같은 말을 다시 내뱉는 것",https://cdnimg.melon.co.kr/cm2/album/images/108/32/623/10832623_20220105113756_500.jpg?39706ab99713f08d96769a1da24654bf/melon/resize/282/quality/80/optimize,"55,460"
31,STAY,BLACKPINK,"툭하면 거친 말들로
내 맘에 상처를 내놓고
미안하단 말 한마디 없이
또 나 혼자 위로하고
오늘 하루도 혹시 날 떠날까
늘 불안해 해
I just want you to stay
점점 무뎌져 가는 너의 그 무표정 속에
천천히 내려놓자며 거울에 속삭이곤 해
날 당연하게 생각하는 너지만
그게 너다워
그래도 stay stay stay with me
널 닮은 듯한 슬픈 멜로디
이렇게 날 울리는데 eh eh
네 향기는 달콤한 felony
너무 밉지만 사랑해
어두운 밤이 날 가두기 전에
내 곁을 떠나지마
아직 날 사랑하니
내 맘과 같다면 오늘은 떠나지마
굳이 너여야만 하는 이유는 묻지마
그저 내 곁에 stay with me
It goes a little something like
지금 당장 많은 걸 바라는 게 아냐
그저 내 곁에 stay with me
사실은 난 더 바라는 게 없어 이제
심장은 뛰긴 하는 건지 무감각해 그래
사람들과의 억지스런 한마디보단
너와의 어색한 침묵이 차라리 좋아
So stay 그게 어디가 됐건 말이야
가끔 어둠이 올 때면 I’ll be your fire
거짓 같은 세상 속 유일한 truth it’s you
This a letter from me to you
널 닮은 듯한 슬픈 멜로디
이렇게 날 울리는데 eh eh
네 향기는 달콤한 felony
너무 밉지만 사랑해
어두운 밤이 날 가두기 전에
내 곁을 떠나지마
아직 날 사랑하니
내 맘과 같다면 오늘은 떠나지마
굳이 너여야만 하는 이유는 묻지마
그저 내 곁에 stay with me
It goes a little something like
지금 당장 많은걸 바라는 게 아냐
그저 내 곁에 stay with me
It goes a little something like
지금 당장 많은걸 바라는 게 아냐
그저 내 곁에 stay with me",https://cdnimg.melon.co.kr/cm/album/images/100/11/491/10011491_500.jpg/melon/resize/282/quality/80/optimize,"158,250"
32,사랑은 은하수 다방에서,10CM,"사랑은 은하수 다방 문 앞에서 만나
홍차와 냉커피를 마시며
매일 똑같은 노래를 듣다가 온다네
그대는 물에 젖지 않은 성냥개비 같죠
아무리 싫은 표정 지어도
불타는 그 마음을 감출 수가 없다네

그대 나에게 무슨 말이라도 해주오
나는 찻잔에 무지개를 띄워주리
하루도 이틀도 사흘도 배겨낼 수가 없네
못 살고 못 죽고 그대 없는
홍대 상수동 신촌 이대 이태원
걸어 다닐 수도 없지

그대 나에게 무슨 말이라도 해주오
나는 찻잔에 무지개를 띄워주리
하루도 이틀도 사흘도 배겨낼 수가 없네
못 살고 못 죽고 그대 없는
홍대 상수동 신촌 이대 이태원
걸어 다닐 수도 없지

사랑은 은하수 다방 문 앞에서 만나
홍차와 냉커피를 마시며
매일 똑같은 노래를 듣다가 온다네
사랑은 은하수 다방 문 앞에서 만나
홍차와 냉커피를 마시며
매일 똑같은 노래를 듣다가 온다네

그대 그댈 그댄
그대 그댈 그댄
그대 그대 그댄
대박 대박",https://cdnimg.melon.co.kr/cm/album/images/011/66/956/1166956_500.jpg/melon/resize/282/quality/80/optimize,"97,508"
33,Little Star,스탠딩 에그,"눈을 감고
내가 하는 이야기를 잘 들어봐
나의 얘기가 끝나기 전에
너는 꿈을 꿀거야
Little star tonight
밤새 내가 지켜줄거야
처음 너를 만났을 때
정말 눈이 부셨어
너의 미소를 처음 봤을 땐
세상을 다 가졌어
Little star tonight
밤새 내가 지켜줄거야
내 품에 안긴 채
곤히 잠든 널 보며 나는 잠시도
눈을 뗄 수 없어
이렇게 예쁜데
숨이 멎을 것 같아
내가 어떻게 잠들 수 있겠니
나의 사랑 나의 전부
하늘이 내린 천사
나의 두 눈을 나의 세상을
모두 훔쳐버렸어
Little star tonight
밤새 내가 지켜줄거야
내 품에 안긴 채
곤히 잠든 널 보며
나는 잠시도 눈을 뗄 수 없어
이렇게 예쁜데
숨이 멎을 것 같아
내가 어떻게 잠들 수 있겠니
눈을 감고
내가 하는 이야기를 잘 들어봐
나의 얘기가 끝나기 전에
너는 꿈을 꿀거야
Little star tonight
밤새 내가 지켜줄거야
내 사랑 tonight
밤새 내가 지켜줄거야
평생 내가 지켜줄거야",https://cdnimg.melon.co.kr/cm/album/images/013/28/152/1328152_500.jpg/melon/resize/282/quality/80/optimize,"158,540"
34,"나만, 봄",볼빨간사춘기,"안돼 그만둬 거기까지 해
더 다가가면 너 정신 못 차려
안돼 그만해 꽃은 넣어둬
그냥 좀 바람이 불게 놔줘
왜 그럴까 사람들은
그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고
봄바람이 좋아
내 맘도 모르고 더 불어와
flower sunshine
완벽한 하루를
사실 너와 걸을 수 있다면
얼마나 좋을까
좋아한다고 말하기가 무서워서
네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄
왜 그럴까 사람들은
그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고
봄바람이 좋아
내 맘도 모르고 더 불어와
flower sunshine
완벽한 하루를
사실 너와 걸을 수 있다면
얼마나 좋을까
좋아한다고 말하기가 무서워서
네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라
언제 봄이 왔는지
내 맘도 모르고
봄바람이 자꾸만 불어와
네 곁에 딱 붙어서
떨어지지 않고 싶어
내 맘을 이제 말하고 싶어
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄",https://cdnimg.melon.co.kr/cm/album/images/102/68/898/10268898_500.jpg?7c9e3cfcf193fc9ec4b6bd6a2b3ec24c/melon/resize/282/quality/80/optimize,"196,938"
35,사랑해 진짜,임영웅,"숱한 날들 모두 내게 남아있는 추억들
빛바랜 기억들 사이
그대 모습만이 아련하게 빛나네
지나간 세월이 야속하진 않아
그댈 만났으므로
피어날 내일을 기대해 오
그대 내게 와줬으니
나 진짜 진짜 당신만을 사랑하고 사랑해
내 삶의 반쪽 그대만을
아 나는 그대만 보고 있어
아 나는 그대를 사랑합니다
오색빛의 색이 물든 미완성의 그림 하나
그래 내 마음 같겠지
어느 날 그대가 내게 오기 전까지
지나간 시간이 야속하진 않아
그댈 만났으므로
피어날 내일을 기대해
그대 내게 와줬으니
나 진짜 진짜 당신만을 사랑하고 사랑해
내 삶의 반쪽 그대만을
아 나는 그대만 보고 있어
아 나는 그대를 사랑합니다
내게 와준 그대여 고맙고 또 고마워
하늘이 무너져도 그댈 찾을 수 있어
나 진짜 진짜 당신만을 사랑하고 사랑해
내 삶의 반쪽 그대만을
아 나는 그대만 보고 있어
아 나는 그대를 사랑합니다
그대를 사랑합니다",https://cdnimg.melon.co.kr/cm2/album/images/109/23/444/10923444_20220502140600_500.jpg?5bd42dcc031a23cd1cae99ae37a606aa/melon/resize/282/quality/80/optimize,"51,978"
36,동그라미,최유리,"이대로 나 모진 사람이 된 것 같아
이 걱정의 말을 해
내가 바라보는 사람이 되어볼까
모진 구석 하나 없구나
나는 그저 마음 하나를 빌린 건데
커져가니 닮아 있구나
많은 사람 지나쳐도 난 모진 사람
오늘은 곧 사라져 가는
사람들 속에서
아니 더 큰 먼지가 되어온 날
날 바라보는 사람들
시선에 갇혀 지내도
나는 아직 모질고 거친 거야
잊고 서 있는 사람이
되고 싶었어 그래도
내가 서툴어 말하지
않았다면 좋았을까
이대로 또 모진 사람이 된 것 같아
또 걱정의 말을 해
나는 겁이 나서 또 울고만 있고
오늘은 곧 사라져 가는
사람들 속에서
아니 더 큰 먼지가 되어온 날
날 바라보는 사람들
시선에 갇혀 지내도
나는 아직 모질고 거친 거야
잊고 서 있는 사람이
되고 싶었어 그래도
내가 서툴어 말하지
않았다면 좋았을까
잊고 서 있는 사람이
되고 싶었어 그래도
내가 서툴어 말하지
않았다면 좋았을까
이대로 나 모진 사람이 된 것 같아
나는 그저 마음 하나를 빌린 건데
많은 사람 지나쳐도 난 모진 사람",https://cdnimg.melon.co.kr/cm2/album/images/103/93/226/10393226_20200224153824_500.jpg?ccc4e97156fc247a22cf687f8d4b9b47/melon/resize/282/quality/80/optimize,"37,244"
37,가을 타나 봐,이무진,"계절은 돌고 돌아 돌아오는데
사랑은 돌고 돌아 떠나버리고
추억을 돌고 돌아 멈춰 서있는
다시 그 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤
나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤
나 혼자서 가을 타나 봐
Baby I'm lonely lonely lonely lonely
추억은 Falling falling falling falling
아무리 멀리멀리
떠나보내도 돌아오는 난
가을 타나 봐
내 곁을 스쳐 가는 많은 사람들
뭘 해도 채워지지 않는 시간들
아무리 잊어봐도 짙어져 가는
외로운 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤
나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤
나 혼자서 가을 타나 봐
Baby I'm lonely lonely lonely lonely
추억은 Falling falling falling falling
아무리 멀리멀리
떠나보내도 돌아오는 난
가을 타나 봐
You're always breathing in my mind
가슴 한구석이 시려와
Baby I'm missing you every night
니가 그리워
나 외로웠나 봐
니가 없는 이 거리에
나 혼자 널 서성이나 봐
참 보고 싶나 봐
너를 보내놓고 아직
나 혼자 널 사랑하나 봐
아직인가 봐 사랑하나 봐
니가 날 떠나가던
시린 이 계절이 돌아오면
가을 타나 봐
그리운가 봐
가을 타나 봐",https://cdnimg.melon.co.kr/cm2/album/images/107/12/767/10712767_20210913165623_500.jpg?9567dba5d06068cb4192016105daef8c/melon/resize/282/quality/80/optimize,"57,495"
38,봄이 좋냐??,10CM,"꽃이 언제 피는지
그딴 게 뭐가 중요한데
날씨가 언제 풀리는지
그딴 거 알면 뭐 할 건데
추울 땐 춥다고 붙어있고
더우면 덥다고 니네 진짜 이상해
너의 달콤한 남친은 사실 피씨방을 더
가고 싶어하지 겁나 피곤하대
봄이 그렇게도 좋냐 멍청이들아
벚꽃이 그렇게도 예쁘디 바보들아
결국 꽃잎은 떨어지지
니네도 떨어져라
몽땅 망해라
망해라
아무 문제 없는데
왜 나는 안 생기는 건데
날씨도 완전 풀렸는데
감기는 왜 또 걸리는데
추울 땐 추워서 안생기고
더우면 더워서 인생은 불공평해
너의 완벽한 연애는 아직 웃고 있지만
너도 차일거야 겁나 지독하게
봄이 그렇게도 좋냐 멍청이들아
벚꽃이 그렇게도 예쁘디 바보들아
결국 꽃잎은 떨어지지 니네도 떨어져라
몽땅
손 잡지 마 팔짱 끼지 마 끌어 안지 마
제발 아무것도 하지 좀 마
설레지 마 심쿵하지 마 행복하지 마
내 눈에 띄지 마
봄이 그렇게도 좋냐 멍청이들아
벚꽃이 그렇게도 예쁘디 바보들아
결국 꽃잎은 떨어지지 니네도 떨어져라
몽땅 망해라
망해라
망해라
망해라",https://cdnimg.melon.co.kr/cm/album/images/026/76/884/2676884_500.jpg?367ec29568659368b35de3e1cf009598/melon/resize/282/quality/80/optimize,"186,196"
39,기적 (Wonder),디오 (D.O.),"아무것도 아닌
일에 새기는 의미
바란 대로 써내린
소설의 글쓴이
끝없는 기대
너와의 미래
이뤄질 수만 있다면
몇 번을 다시 써내려
작은 우연들에 넘긴
새로운 장면
커져가는 마음은
이미 눈치챘어
우리 이야기
어떤 마지막이
상상한 만큼 이뤄진다면
이 밤을 다 새워

더 어렵기 전에
꺼내본 말들과
꿈만 같던 대답

모든 게 다 설레지
혼자서 바라던 맘이
하나 둘 이뤄질 날이
내겐 소설 같아
너를 만난 기적

같은 생각 같은 마음
둘만의 비밀
너무나도 많은 것을
바라고 있나
나의 마음과 너의 마음이
같아질 수만 있다면
몇 번을 다시 써내려
모든 문장 속에다
예쁜 단어로 널 채워봐
다음 이야기 어떤 장면이
상상한 만큼 이뤄진다면
이 밤을 다 새워

더 숨기기 싫은
솔직한 말들과
기적 같은 대답

모든 게 다 설레지
혼자서 바라던 맘이
하나 둘 이뤄질 날이
내겐 소설 같아
너를 만난 기적

모든 순간에
이제는 의미를 담아
둘만의 추억을 만들어 가
솔직한 사랑 진심으로
나의 하루를 채우네
어떻게 어떻게 넌
날 웃게 해 웃게 해 또

모든 게 다 새롭지
(모두 새롭지)
매일 바라던 날들이
(바라던 날들이)
눈앞에 펼쳐진다니
내겐 소설 같아
너를 만난 기적
(기적 같은 일)

길었던 이야기야
너와 내가 만나
나의 마지막 대사
이제 너에게 난
나에게 넌 기적",https://cdnimg.melon.co.kr/cm2/album/images/113/23/044/11323044_20230918120653_500.jpg?96485815b31c83574ba34db820882316/melon/resize/282/quality/80/optimize,"14,526"
40,여름날 (feat. 하현상),볼빨간사춘기,"푸른 밤 우리 둘 아주 먼 여행을 기약하죠
초록빛으로 가득 채운 색으로 하늘을 칠해요

음음 한적한 골목
음음 우리만 아는 거리
시원한 커피 한 잔의 기찻길 역 자그마한 카페

여름날 우리 둘 손 잡고 멀리로 떠날까요
시원한 바람맞으며 걸어가는 이곳에 우릴 그려요

음음 한적한 골목
음음 우리만 아는 거리
시원한 커피 한 잔의 기찻길 역 자그마한 카페

여름날 우리 둘 손 잡고 멀리로 떠날까요
시원한 바람맞으며 걸어가는 이곳에 우릴 그려요

우리의 여름이 지나가고
싱그런 파도 소리와 함께
흩어지고 부서져도 오래도록 그곳에 여름날의 우리

여름날 우리 둘 손 잡고 멀리로 떠날까요
시원한 바람맞으며 걸어가는 이곳에 우릴 그려요",https://cdnimg.melon.co.kr/cm2/album/images/112/79/354/11279354_20230704175636_500.jpg?47ff55f3f680fc32e81d5e8a3e948a37/melon/resize/282/quality/80/optimize,"25,648"
41,별 보러 갈래?,볼빨간사춘기,"maybe it's like a dream
I see the stars over me
maybe it's like a magic
I know you you you're my star
saturday night
재미없는 얘기
no beer no cheers
우리 둘만 여기
재미없는 사람끼리 눈이 맞았나 봐
you've heard of my songs
어떤 별을 가장 좋아하냐며
미소를 띠고 내게 말해 별 보러 갈래
listen to our favorite songs
좋아하는 노랠 듣고
웃고 떠들다 보면
we drive away
어느새 멋진 바다 위로
별들이 쏟아져내려
can’t you see the stars
they called it milky way
쏟아져 머리 위로
넌 나를 업고
모래사장을 뛰어다녀 yeah
그중 가장 예쁜 저 별을 찾아서
밤이 새도록 뛰어다니고
stars are over me
maybe I know the name
I see the stars over me
maybe you got a planet
I know you you got my star
everyday night
매일 같은 얘기
no feeling no chilling
우리 둘만 여기
재미없는 사람끼리 눈이 맞았나 봐
you've heard of my songs
어떤 별을 가장 좋아하냐며
미소를 띠고 내게 말해 별 보러 갈래
listen to our favorite songs
좋아하는 노랠 듣고
웃고 떠들다 보면
we drive away
어느새 멋진 바다 위로
별들이 쏟아져내려
can’t you see the stars
모래 위에 누워서
저 별을 다 세보다가
아름다웠던 우리
이 순간을 저 별에 담아서
we fell in love
see the star be your star yeah yeah
they called it milky way
쏟아져 머리 위로
넌 나를 업고
모래사장을 뛰어다녀 yeah
그중 가장 예쁜 저 별을 찾아서
밤이 새도록 뛰어다니고
stars are over me",https://cdnimg.melon.co.kr/cm/album/images/102/68/898/10268898_500.jpg?7c9e3cfcf193fc9ec4b6bd6a2b3ec24c/melon/resize/282/quality/80/optimize,"127,323"
42,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,"나를 보면 숨어요
어디든 자유롭게 날아요
이 날씨도 그댈 위한 거예요
난 너를 찾아요
그러면 그댄 어디든 있어요
내 손 위에 머물러 잠시 앉아 쉬어요
몰래몰래 그대를 보아요
사랑스런 날개
그댄 어디서 온 건가요
말하지 못한 채 나 손을 뻗어요
보랏빛 날개 그대는 달아요
내 맘이 그런 것처럼
그대 맘이 그런 것처럼 yeah
나를 보면 숨어요
어디든 자유롭게 날아요
이 날씨도 그댈 위한 거예요
난 너를 찾아요
그러면 그댄 어디든 있어요
내 손 위에 머물러 잠시 앉아 쉬어요
가만히 난 몰래몰래 그대를 보아요
사랑스런 날개
그댄 어디서 온 건가요
말하지 못한 채 나 손을 뻗어요
보랏빛 날개 그대는 달아요
내 맘이 그런 것처럼
그대 맘이 그런 것처럼 yeah
나를 보면 숨어요
어디든 자유롭게 날아요
이 날씨도 그댈 위한 거예요
난 너를 찾아요
그러면 그댄 어디든 있어요
내 손 위에 머물러 잠시 앉아 쉬어요
설렘이 가득하죠
이 날씨도 그 기분까지도
난 너를 찾아요
그러면 그댄 어디든 있어요
내 손 위에 머물러 잠시 앉아 쉬어요
내 어깨에 기대어
잠시 눈을 감아요",https://cdnimg.melon.co.kr/cm2/album/images/104/27/559/10427559_20200513160836_500.jpg?d1cde84eb4af4387a7888148f8cd1b25/melon/resize/282/quality/80/optimize,"178,773"
43,헤어지던 밤,어쿠루브,"아무렇지 않게 넌
평소와 같은 말투로
오늘 밤에 만나자
준비하고 널 만나러 갔어
장미꽃을 손에 꼭 들고서
집 앞에서 널 기다렸어
좋아할 너를 생각하면서
돌아오는 말은 헤어지자고
그 말하러 나온 거라고
순간 난 얼어버렸어
이제는 널 보고 싶어도
볼 수 없대
밤에 통화도 못한대
넌 그래도 괜찮니
널 잊고 행복하길 바란대
우 네 사랑은 여기까지 래요
먹먹하게 돌아오던 그 밤은
제일 추운 여름밤이었어
차가워진 우리 사이처럼
집에 들어와 침대에 누워서
탁자 위 사진을 보았어
우리 참 좋았었는데
이제는 널 보고 싶어도
볼 수 없대
밤에 통화도 못한대
넌 그래도 괜찮니
널 잊고 행복하길 바란대
우 네 사랑은 여기까지 래요
헤어진 그날 밤 너는
유난히도 예뻤어
그 모습을 기억할게
이제는 널 보고 싶어도
볼 수 없대
밤에 통화도 못한대
넌 그래도 괜찮니
널 잊고 행복하길 바란대
우 네 사랑은 여기까지 래요
내 사랑은 아직",https://cdnimg.melon.co.kr/cm/album/images/101/82/740/10182740_500.jpg?b2dac5f457131d2f1afb8862b0b2f5dd/melon/resize/282/quality/80/optimize,"70,530"
44,바다,최유리,"오늘도 그댄 어여쁜 바다로
내게 다가와
투명한 그대 마음에
하늘을 가득 담은 걸
밝았던 많은 모습들
그대로 남아있을 때
내가 바라고 바랬던
사람이 내게로 올까
네가 그 바다에 닿을 때까지
나는 네 줄을 놓지 않을게
너를 올려주고 고운 그대 저 바다에
닿을 때까지
우리 한 발씩 그대로 있었고
땀, 작은 눈물이 고여
모든 사람들 헤엄칠 수 있게
큰 바다가 될 때까지
곱게 놓여진 우리의 추억이
드넓었던 세상에서
너를 올려주면 고운 그대 저 바다에
닿게 될 거야
언젠가 우리 마주 볼 하늘이
내게 다가와
생각지 못한 마음이
한없이 작아지는 걸
나를 가졌던 모습들
그대로 남아있을 때
아름다웠던 기뻤던 사람이
내게로 올까
네가 그 바다에 닿을 때까지
나는 네 줄을 놓지 않을게
너를 올려주고 고운 그대 저 바다에
닿을 때까지
우리 한 발씩 그대로 있었고
땀, 작은 눈물이 고여
모든 사람들 헤엄칠 수 있게
큰 바다가 될 때까지
곱게 놓여진 우리의 추억이
드넓었던 세상에서
너를 올려주면 고운 그대 저 바다에
닿게 될 거야",https://cdnimg.melon.co.kr/cm2/album/images/110/36/283/11036283_20220823181214_500.jpg?f48b6b6e3177a27e9b05ba2ad56d7799/melon/resize/282/quality/80/optimize,"12,327"
